    INFO: 2026-08-12 00:22:23,077:               log.py:   20: Logging to C:\Users\GUEST USER\Documents\spintronics\mdpdf.log
   DEBUG: 2026-08-12 00:22:24,551:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,552:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/P3CkT4J.png" width="70%" /></div>
   DEBUG: 2026-08-12 00:22:24,553:      pdf_renderer.py:  470: printSegment: It
   DEBUG: 2026-08-12 00:22:24,554:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:24,555:      pdf_renderer.py:  470: printSegment: s the same with a spintronic junction.
   DEBUG: 2026-08-12 00:22:24,557:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,558:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/7ngYGvU.png" width="70%"/></div>
   DEBUG: 2026-08-12 00:22:24,559:      pdf_renderer.py:  470: printSegment: You can push current into 
   DEBUG: 2026-08-12 00:22:24,560:      pdf_renderer.py:  470: printSegment: any
   DEBUG: 2026-08-12 00:22:24,568:      pdf_renderer.py:  470: printSegment:  of the three sprockets and it will split between the other two. Junctions are
   DEBUG: 2026-08-12 00:22:24,570:      pdf_renderer.py:  470: printSegment: mind-bending, but they make it possible to build just about any electronic circuit.
   DEBUG: 2026-08-12 00:22:24,572:      pdf_renderer.py:  470: printSegment: CHALLENGE 17: FIX THE SHORT CIRCUIT
   DEBUG: 2026-08-12 00:22:24,573:      pdf_renderer.py:  470: printSegment: Fix the short.
   DEBUG: 2026-08-12 00:22:24,574:      pdf_renderer.py:  470: printSegment: NOTE: WATCH OUT FOR SHORTS WHEN YOU USE JUNCTIONS. It
   DEBUG: 2026-08-12 00:22:24,575:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:24,576:      pdf_renderer.py:  470: printSegment: s EASY TO ACCIDENTALLY MAKE
   DEBUG: 2026-08-12 00:22:24,576:      pdf_renderer.py:  470: printSegment: THEM.
   DEBUG: 2026-08-12 00:22:24,577:      pdf_renderer.py:  470: printSegment: The number of little gray dots on the chains show the sprocket they
   DEBUG: 2026-08-12 00:22:24,578:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:24,578:      pdf_renderer.py:  470: printSegment: re meant to be on:
   DEBUG: 2026-08-12 00:22:24,580:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,581:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/a9T149J.png" width="35%"/></div>
   DEBUG: 2026-08-12 00:22:24,582:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:24,590:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,599:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//88e71efc-7e28-47bf-8f95-a77ed89fd076/markdown_1/imgs/img_in_image_box_74_905_646_1530.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A32Z%2F-1%2F%2Ffe3b04f43e9e4edefc2ec0448177b3c07a8df65e38ae9d3fba51da9643d97293" alt="Image" width="46%" /></div>
   DEBUG: 2026-08-12 00:22:24,600:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:24,601:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,602:      pdf_renderer.py:  470: printSegment: 1 × 1000 Ω
   DEBUG: 2026-08-12 00:22:24,603:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,604:      pdf_renderer.py:  470: printSegment: 1 × Chain
   DEBUG: 2026-08-12 00:22:24,605:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★☆☆☆☆
   DEBUG: 2026-08-12 00:22:24,606:      pdf_renderer.py:  470: printSegment: CHALLENGE 18: PLUGGING HOLES
   DEBUG: 2026-08-12 00:22:24,607:      pdf_renderer.py:  470: printSegment: FIX ALL THE SHORTS. (IT DOESN
   DEBUG: 2026-08-12 00:22:24,608:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:24,609:      pdf_renderer.py:  470: printSegment: T MATTER WHICH RESISTOR YOU ADD WHERE; JUST FIX THE
   DEBUG: 2026-08-12 00:22:24,610:      pdf_renderer.py:  470: printSegment: SHORTS.)
   DEBUG: 2026-08-12 00:22:24,611:      pdf_renderer.py:  470: printSegment: EXTRA CREDIT:
   DEBUG: 2026-08-12 00:22:24,613:      pdf_renderer.py:  470: printSegment:  FIX ALL THE SHORTS USING ONLY 
   DEBUG: 2026-08-12 00:22:24,613:      pdf_renderer.py:  470: printSegment: ONE
   DEBUG: 2026-08-12 00:22:24,614:      pdf_renderer.py:  470: printSegment:  RESISTOR.
   DEBUG: 2026-08-12 00:22:24,615:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:24,624:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,632:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//88e71efc-7e28-47bf-8f95-a77ed89fd076/markdown_2/imgs/img_in_image_box_204_914_770_1516.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A33Z%2F-1%2F%2F5234de0a5bded9700c4ab6956040883eb27d15c477f18af4c5afee653f084feb" alt="Image" width="46%" /></div>
   DEBUG: 2026-08-12 00:22:24,633:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:24,634:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,635:      pdf_renderer.py:  470: printSegment: 1 × 1000 Ω
   DEBUG: 2026-08-12 00:22:24,636:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,637:      pdf_renderer.py:  470: printSegment: 3 × Chain
   DEBUG: 2026-08-12 00:22:24,638:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,639:      pdf_renderer.py:  470: printSegment: 1 × 500 Ωs
   DEBUG: 2026-08-12 00:22:24,639:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,640:      pdf_renderer.py:  470: printSegment: 1 × 200 Ωs
   DEBUG: 2026-08-12 00:22:24,641:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★☆☆☆
   DEBUG: 2026-08-12 00:22:24,642:      pdf_renderer.py:  470: printSegment: CHALLENGE 19: THE 
   DEBUG: 2026-08-12 00:22:24,643:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:24,643:      pdf_renderer.py:  470: printSegment: OR
   DEBUG: 2026-08-12 00:22:24,644:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:24,645:      pdf_renderer.py:  470: printSegment:  GATE
   DEBUG: 2026-08-12 00:22:24,646:      pdf_renderer.py:  470: printSegment: THE AMMETER A1 MUST MAKE SOUND IF S1 OR S2 (OR BOTH) ARE ON.
   DEBUG: 2026-08-12 00:22:24,647:      pdf_renderer.py:  470: printSegment: <div align="center">
   DEBUG: 2026-08-12 00:22:24,648:      pdf_renderer.py:  470: printSegment: <table>
   DEBUG: 2026-08-12 00:22:24,648:      pdf_renderer.py:  470: printSegment:   <tr>
   DEBUG: 2026-08-12 00:22:24,649:      pdf_renderer.py:  470: printSegment:     <th colspan="2">INPUT</th>
   DEBUG: 2026-08-12 00:22:24,650:      pdf_renderer.py:  470: printSegment:     <th>OUTPUT</th>
   DEBUG: 2026-08-12 00:22:24,651:      pdf_renderer.py:  470: printSegment:   </tr>
   DEBUG: 2026-08-12 00:22:24,652:      pdf_renderer.py:  470: printSegment:   <tr>
   DEBUG: 2026-08-12 00:22:24,654:      pdf_renderer.py:  470: printSegment:     <th>S1</th>
   DEBUG: 2026-08-12 00:22:24,655:      pdf_renderer.py:  470: printSegment:     <th>S2</th>
   DEBUG: 2026-08-12 00:22:24,656:      pdf_renderer.py:  470: printSegment:     <th>A1</th>
   DEBUG: 2026-08-12 00:22:24,656:      pdf_renderer.py:  470: printSegment:   </tr>
   DEBUG: 2026-08-12 00:22:24,657:      pdf_renderer.py:  470: printSegment:   <tr>
   DEBUG: 2026-08-12 00:22:24,657:      pdf_renderer.py:  470: printSegment:     <td>OFF</td>
   DEBUG: 2026-08-12 00:22:24,658:      pdf_renderer.py:  470: printSegment:     <td>OFF</td>
   DEBUG: 2026-08-12 00:22:24,659:      pdf_renderer.py:  470: printSegment:     <td>NO SOUND</td>
   DEBUG: 2026-08-12 00:22:24,659:      pdf_renderer.py:  470: printSegment:   </tr>
   DEBUG: 2026-08-12 00:22:24,660:      pdf_renderer.py:  470: printSegment:   <tr>
   DEBUG: 2026-08-12 00:22:24,660:      pdf_renderer.py:  470: printSegment:     <td>OFF</td>
   DEBUG: 2026-08-12 00:22:24,661:      pdf_renderer.py:  470: printSegment:     <td>ON</td>
   DEBUG: 2026-08-12 00:22:24,662:      pdf_renderer.py:  470: printSegment:     <td>SOUND</td>
   DEBUG: 2026-08-12 00:22:24,663:      pdf_renderer.py:  470: printSegment:   </tr>
   DEBUG: 2026-08-12 00:22:24,663:      pdf_renderer.py:  470: printSegment:   <tr>
   DEBUG: 2026-08-12 00:22:24,664:      pdf_renderer.py:  470: printSegment:     <td>ON</td>
   DEBUG: 2026-08-12 00:22:24,665:      pdf_renderer.py:  470: printSegment:     <td>OFF</td>
   DEBUG: 2026-08-12 00:22:24,665:      pdf_renderer.py:  470: printSegment:     <td>SOUND</td>
   DEBUG: 2026-08-12 00:22:24,666:      pdf_renderer.py:  470: printSegment:   </tr>
   DEBUG: 2026-08-12 00:22:24,666:      pdf_renderer.py:  470: printSegment:   <tr>
   DEBUG: 2026-08-12 00:22:24,668:      pdf_renderer.py:  470: printSegment:     <td>ON</td>
   DEBUG: 2026-08-12 00:22:24,669:      pdf_renderer.py:  470: printSegment:     <td>ON</td>
   DEBUG: 2026-08-12 00:22:24,670:      pdf_renderer.py:  470: printSegment:     <td>SOUND</td>
   DEBUG: 2026-08-12 00:22:24,671:      pdf_renderer.py:  470: printSegment:   </tr>
   DEBUG: 2026-08-12 00:22:24,671:      pdf_renderer.py:  470: printSegment: </table></div>
   DEBUG: 2026-08-12 00:22:24,672:      pdf_renderer.py:  470: printSegment: I need a circuit that 
   DEBUG: 2026-08-12 00:22:24,673:      pdf_renderer.py:  470: printSegment: behaves like this table
   DEBUG: 2026-08-12 00:22:24,674:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-08-12 00:22:24,676:      pdf_renderer.py:  470: printSegment: Each row shows a combination of S1 and S2, and whether A1 should make sound.
   DEBUG: 2026-08-12 00:22:24,677:      pdf_renderer.py:  470: printSegment: We need to make one circuit that works for 
   DEBUG: 2026-08-12 00:22:24,677:      pdf_renderer.py:  470: printSegment: all four cases
   DEBUG: 2026-08-12 00:22:24,678:      pdf_renderer.py:  470: printSegment: .
   DEBUG: 2026-08-12 00:22:24,679:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:24,682:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,683:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/TNDO1cQ.png" alt="Image" width="55%"
   DEBUG: 2026-08-12 00:22:24,684:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:24,685:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:24,686:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,687:      pdf_renderer.py:  470: printSegment: 1 × 200 Ω
   DEBUG: 2026-08-12 00:22:24,688:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,689:      pdf_renderer.py:  470: printSegment: 4 
   DEBUG: 2026-08-12 00:22:24,689:      pdf_renderer.py:  470: printSegment: \
   DEBUG: 2026-08-12 00:22:24,690:      pdf_renderer.py:  470: printSegment: time Chain
   DEBUG: 2026-08-12 00:22:24,691:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,691:      pdf_renderer.py:  470: printSegment: 1 × Junction
   DEBUG: 2026-08-12 00:22:24,692:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★★☆☆
   DEBUG: 2026-08-12 00:22:24,693:      pdf_renderer.py:  470: printSegment: Tutorial 10: Parallel circuits
   DEBUG: 2026-08-12 00:22:24,695:      pdf_renderer.py:  470: printSegment: Are you starting to get the hang of junctions? Before junctions, everything was connected in 
   DEBUG: 2026-08-12 00:22:24,696:      pdf_renderer.py:  470: printSegment: series
   DEBUG: 2026-08-12 00:22:24,702:      pdf_renderer.py:  470: printSegment: : If one part turns,
   DEBUG: 2026-08-12 00:22:24,704:      pdf_renderer.py:  470: printSegment: the other parts turn. But when you put a junction between parts, they are connected in 
   DEBUG: 2026-08-12 00:22:24,705:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:24,706:      pdf_renderer.py:  470: printSegment: parallel
   DEBUG: 2026-08-12 00:22:24,706:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:24,707:      pdf_renderer.py:  470: printSegment: : turning one part
   DEBUG: 2026-08-12 00:22:24,708:      pdf_renderer.py:  470: printSegment: doesn
   DEBUG: 2026-08-12 00:22:24,709:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:24,710:      pdf_renderer.py:  470: printSegment: t necessarily make other parts turn.
   DEBUG: 2026-08-12 00:22:24,711:      pdf_renderer.py:  470: printSegment: Here
   DEBUG: 2026-08-12 00:22:24,711:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:24,713:      pdf_renderer.py:  470: printSegment: s a series circuit and a parallel circuit with two resistors:
   DEBUG: 2026-08-12 00:22:24,716:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,718:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/DQXV51f.png" alt="Image" width="70%"
   DEBUG: 2026-08-12 00:22:24,719:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:24,720:      pdf_renderer.py:  470: printSegment: It
   DEBUG: 2026-08-12 00:22:24,721:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:24,721:      pdf_renderer.py:  470: printSegment: s called 
   DEBUG: 2026-08-12 00:22:24,722:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:24,722:      pdf_renderer.py:  470: printSegment: parallel
   DEBUG: 2026-08-12 00:22:24,723:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:24,724:      pdf_renderer.py:  470: printSegment:  because the junction splits the current between two circuits that run independently, or 
   DEBUG: 2026-08-12 00:22:24,725:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:24,725:      pdf_renderer.py:  470: printSegment: in
   DEBUG: 2026-08-12 00:22:24,726:      pdf_renderer.py:  470: printSegment: parallel
   DEBUG: 2026-08-12 00:22:24,726:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-08-12 00:22:24,727:      pdf_renderer.py:  470: printSegment: , with each other.
   DEBUG: 2026-08-12 00:22:24,727:      pdf_renderer.py:  470: printSegment: Try it
   DEBUG: 2026-08-12 00:22:24,728:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2026-08-12 00:22:24,730:      pdf_renderer.py:  470: printSegment:  Build each circuit. If you stop one resistor with your fingers, what happens to the other resistor?
   DEBUG: 2026-08-12 00:22:24,731:      pdf_renderer.py:  470: printSegment: CHALLENGE 20: WHERE IS THE HIGHEST CURRENT?
   DEBUG: 2026-08-12 00:22:24,739:      pdf_renderer.py:  470: printSegment: BUILD THE CIRCUIT BELOW. THEN ADD THE AMMETER AT THE LOCATION WITH THE HIGHEST
   DEBUG: 2026-08-12 00:22:24,741:      pdf_renderer.py:  470: printSegment: CURRENT (THAT IS, THE PLACE THAT MAKES IT PRODUCE THE HIGHEST PITCH POSSIBLE).
   DEBUG: 2026-08-12 00:22:24,741:      pdf_renderer.py:  470: printSegment: Ⓢ
   DEBUG: 2026-08-12 00:22:24,742:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:24,750:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,759:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//2f3212b8-af8e-409b-859d-88e0cc4745ff/markdown_1/imgs/img_in_image_box_27_924_721_1529.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A33Z%2F-1%2F%2F3a279a9c4530b6abc4853221d02477784ab7ba5423b6fab16108dd87d7e0f744" alt="Image" width="56%" /></div>
   DEBUG: 2026-08-12 00:22:24,760:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:24,761:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,762:      pdf_renderer.py:  470: printSegment: 1 × Chain
   DEBUG: 2026-08-12 00:22:24,763:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,763:      pdf_renderer.py:  470: printSegment: 1 × Ammeter
   DEBUG: 2026-08-12 00:22:24,764:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★☆☆☆☆
   DEBUG: 2026-08-12 00:22:24,765:      pdf_renderer.py:  470: printSegment: CHALLENGE 21: WHERE IS THE LOWEST CURRENT?
   DEBUG: 2026-08-12 00:22:24,767:      pdf_renderer.py:  470: printSegment: BUILD THE CIRCUIT BELOW. THEN ADD THE AMMETER IN A WAY THAT MAKES IT PRODUCE THE 
   DEBUG: 2026-08-12 00:22:24,767:      pdf_renderer.py:  470: printSegment: LOWEST
   DEBUG: 2026-08-12 00:22:24,768:      pdf_renderer.py:  470: printSegment:  PITCH POSSIBLE.
   DEBUG: 2026-08-12 00:22:24,769:      pdf_renderer.py:  470: printSegment: Oh no
   DEBUG: 2026-08-12 00:22:24,770:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2026-08-12 00:22:24,771:      pdf_renderer.py:  470: printSegment:  I don
   DEBUG: 2026-08-12 00:22:24,772:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:24,774:      pdf_renderer.py:  470: printSegment: t have another chain to connect the ammeter. Hmm. Maybe I don
   DEBUG: 2026-08-12 00:22:24,774:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-08-12 00:22:24,775:      pdf_renderer.py:  470: printSegment: t need one...
   DEBUG: 2026-08-12 00:22:24,776:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:24,784:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,792:      pdf_renderer.py:  470: printSegment: src="https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//2f3212b8-af8e-409b-859d-88e0cc4745ff/markdown_2/imgs/img_in_image_box_171_919_801_1545.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-08-11T07%3A56%3A35Z%2F-1%2F%2Fd88382776948da0e86ca98be707fe5712144f0fc4228ae43f56c93e05fe77784" alt="Image" width="51%" /></div>
   DEBUG: 2026-08-12 00:22:24,794:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:24,795:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,796:      pdf_renderer.py:  470: printSegment: 1 × Ammeter
   DEBUG: 2026-08-12 00:22:24,797:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★☆☆☆
   DEBUG: 2026-08-12 00:22:24,798:      pdf_renderer.py:  470: printSegment: CHALLENGE 22: RESISTORS IN PARALLEL
   DEBUG: 2026-08-12 00:22:24,804:      pdf_renderer.py:  470: printSegment: BUILD THE STARTING SETUP AND LISTEN TO THE PITCH PRODUCED BY THE AMMETER. THEN
   DEBUG: 2026-08-12 00:22:24,806:      pdf_renderer.py:  470: printSegment: MODIFY THE CIRCUIT TO MAKE IT PRODUCE A SLIGHTLY 
   DEBUG: 2026-08-12 00:22:24,807:      pdf_renderer.py:  470: printSegment: HIGHER
   DEBUG: 2026-08-12 00:22:24,808:      pdf_renderer.py:  470: printSegment:  PITCH.
   DEBUG: 2026-08-12 00:22:24,808:      pdf_renderer.py:  470: printSegment: NOTE:
   DEBUG: 2026-08-12 00:22:24,817:      pdf_renderer.py:  470: printSegment:  YOU CAN TEST YOUR SOLUTION BY HOLDING THE 500 Ω RESISTOR STILL WITH YOUR
   DEBUG: 2026-08-12 00:22:24,819:      pdf_renderer.py:  470: printSegment: FINGERS. IT SHOULD MAKE A HIGHER PITCH WHEN YOU LET IT GO AGAIN.
   DEBUG: 2026-08-12 00:22:24,821:      pdf_renderer.py:  470: printSegment: Resistors in series 
   DEBUG: 2026-08-12 00:22:24,822:      pdf_renderer.py:  470: printSegment: add
   DEBUG: 2026-08-12 00:22:24,823:      pdf_renderer.py:  470: printSegment:  together. I wonder what happens when resistors are in 
   DEBUG: 2026-08-12 00:22:24,824:      pdf_renderer.py:  470: printSegment: parallel
   DEBUG: 2026-08-12 00:22:24,824:      pdf_renderer.py:  470: printSegment: ?
   DEBUG: 2026-08-12 00:22:24,825:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:24,829:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,832:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/XFkhTl0.png" alt="Image" width="53%"
   DEBUG: 2026-08-12 00:22:24,833:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:24,834:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:24,835:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,836:      pdf_renderer.py:  470: printSegment: 1 × 500 Ω
   DEBUG: 2026-08-12 00:22:24,837:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,838:      pdf_renderer.py:  470: printSegment: 2 × Chain
   DEBUG: 2026-08-12 00:22:24,839:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,839:      pdf_renderer.py:  470: printSegment: 1 × Junction
   DEBUG: 2026-08-12 00:22:24,840:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★★☆☆
   DEBUG: 2026-08-12 00:22:24,841:      pdf_renderer.py:  470: printSegment: CHALLENGE 23: PITCH SWITCH
   DEBUG: 2026-08-12 00:22:24,842:      pdf_renderer.py:  470: printSegment: WHEN S1 IS ON, A1 MUST MAKE A HIGHER PITCH SOUND THAN WHEN S1 IS OFF.
   DEBUG: 2026-08-12 00:22:24,845:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,846:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/syWyPxp.png" alt="Image" width="50%"
   DEBUG: 2026-08-12 00:22:24,847:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:24,848:      pdf_renderer.py:  470: printSegment: Ⓢ
   DEBUG: 2026-08-12 00:22:24,849:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:24,851:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,853:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/jcOP2c0.png" alt="Image" width="64%"
   DEBUG: 2026-08-12 00:22:24,854:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:24,855:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:24,855:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,856:      pdf_renderer.py:  470: printSegment: 1 × 500 Ω
   DEBUG: 2026-08-12 00:22:24,857:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,858:      pdf_renderer.py:  470: printSegment: 4 × Chain
   DEBUG: 2026-08-12 00:22:24,858:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,859:      pdf_renderer.py:  470: printSegment: 1 × 200 Ω
   DEBUG: 2026-08-12 00:22:24,860:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,861:      pdf_renderer.py:  470: printSegment: 1 × Junction
   DEBUG: 2026-08-12 00:22:24,862:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★★☆☆
   DEBUG: 2026-08-12 00:22:24,863:      pdf_renderer.py:  470: printSegment: CHALLENGE 24: CHANGING LEVELS
   DEBUG: 2026-08-12 00:22:24,864:      pdf_renderer.py:  470: printSegment: COMPLETE THE CIRCUIT BY CONNECTING JUNCTION J1 TO JUNCTION J2.
   DEBUG: 2026-08-12 00:22:24,865:      pdf_renderer.py:  470: printSegment: NOTE:
   DEBUG: 2026-08-12 00:22:24,866:      pdf_renderer.py:  470: printSegment:  THE SWITCH SHOULD ALWAYS STAY IN THE ON POSITION IN THIS CIRCUIT.
   DEBUG: 2026-08-12 00:22:24,867:      pdf_renderer.py:  470: printSegment: Hold up a second
   DEBUG: 2026-08-12 00:22:24,868:      pdf_renderer.py:  470: printSegment: !
   DEBUG: 2026-08-12 00:22:24,869:      pdf_renderer.py:  470: printSegment:  How can I connect J1 to J2 when the only free sprockets are on 
   DEBUG: 2026-08-12 00:22:24,870:      pdf_renderer.py:  470: printSegment: different levels
   DEBUG: 2026-08-12 00:22:24,871:      pdf_renderer.py:  470: printSegment: ?
   DEBUG: 2026-08-12 00:22:24,872:      pdf_renderer.py:  470: printSegment: STARTING SETUP
   DEBUG: 2026-08-12 00:22:24,875:      pdf_renderer.py:  470: printSegment: <div style="text-align: center;"><img
   DEBUG: 2026-08-12 00:22:24,877:      pdf_renderer.py:  470: printSegment: src="https://i.imgur.com/9qHpcBo.png" alt="Image" width="50%"
   DEBUG: 2026-08-12 00:22:24,877:      pdf_renderer.py:  470: printSegment: /></div>
   DEBUG: 2026-08-12 00:22:24,878:      pdf_renderer.py:  470: printSegment: AVAILABLE PARTS
   DEBUG: 2026-08-12 00:22:24,879:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,880:      pdf_renderer.py:  470: printSegment: 2 × Chain
   DEBUG: 2026-08-12 00:22:24,881:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-08-12 00:22:24,881:      pdf_renderer.py:  470: printSegment: 1 × Switch
   DEBUG: 2026-08-12 00:22:24,882:      pdf_renderer.py:  470: printSegment: DIFFICULTY: ★★☆☆☆
